Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[98]     0.0    0.00    0.00     510         HSLA* std::__copy_move_a1<false, HSLA*, HSLA*>(HSLA*, HSLA*, HSLA*) [98]
                0.00    0.00     510/510         HSLA* std::__copy_move_a2<false, HSLA*, HSLA*>(HSLA*, HSLA*, HSLA*) [99]
-----------------------------------------------
                0.00    0.00     510/510         HSLA* std::__copy_move_a1<false, HSLA*, HSLA*>(HSLA*, HSLA*, HSLA*) [98]
[99]     0.0    0.00    0.00     510         HSLA* std::__copy_move_a2<false, HSLA*, HSLA*>(HSLA*, HSLA*, HSLA*) [99]
                0.00    0.00     510/510         HSLA* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<HSLA>(HSLA const*, HSLA const*, HSLA*) [93]
-----------------------------------------------
                0.00    0.00     510/510         HSLA* std::__uninitialized_move_a<HSLA*, HSLA*, std::allocator<HSLA> >(HSLA*, HSLA*, HSLA*, std::allocator<HSLA>&) [140]
[100]    0.0    0.00    0.00     510         std::move_iterator<HSLA*> std::make_move_iterator<HSLA*>(HSLA*) [100]
                0.00    0.00     510/1020        std::remove_reference<HSLA*&>::type&& std::move<HSLA*&>(HSLA*&) [84]
                0.00    0.00     510/510         std::move_iterator<HSLA*>::move_iterator(HSLA*) [94]
-----------------------------------------------
                0.00    0.00     259/259         std::allocator<HSLA>::~allocator() [102]
[101]    0.0    0.00    0.00     259         __gnu_cxx::new_allocator<HSLA>::~new_allocator() [101]
-----------------------------------------------
                0.00    0.00       1/259         main [1]
                0.00    0.00       1/259         std::vector<HSLA, std::allocator<HSLA> >::_S_check_init_len(unsigned long, std::allocator<HSLA> const&) [206]
                0.00    0.00     257/259         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl::~_Vector_impl() [109]
[102]    0.0    0.00    0.00     259         std::allocator<HSLA>::~allocator() [102]
                0.00    0.00     259/259         __gnu_cxx::new_allocator<HSLA>::~new_allocator() [101]
-----------------------------------------------
                0.00    0.00     258/258         void std::_Destroy<HSLA*>(HSLA*, HSLA*) [104]
[103]    0.0    0.00    0.00     258         void std::_Destroy_aux<true>::__destroy<HSLA*>(HSLA*, HSLA*) [103]
-----------------------------------------------
                0.00    0.00     258/258         void std::_Destroy<HSLA*, HSLA>(HSLA*, HSLA*, std::allocator<HSLA>&) [105]
[104]    0.0    0.00    0.00     258         void std::_Destroy<HSLA*>(HSLA*, HSLA*) [104]
                0.00    0.00     258/258         void std::_Destroy_aux<true>::__destroy<HSLA*>(HSLA*, HSLA*) [103]
-----------------------------------------------
                0.00    0.00       1/258         std::vector<HSLA, std::allocator<HSLA> >::_M_erase_at_end(HSLA*) [205]
                0.00    0.00     257/258         std::vector<HSLA, std::allocator<HSLA> >::~vector() [112]
[105]    0.0    0.00    0.00     258         void std::_Destroy<HSLA*, HSLA>(HSLA*, HSLA*, std::allocator<HSLA>&) [105]
                0.00    0.00     258/258         void std::_Destroy<HSLA*>(HSLA*, HSLA*) [104]
-----------------------------------------------
                0.00    0.00     257/257         std::allocator<HSLA>::allocator() [108]
[106]    0.0    0.00    0.00     257         __gnu_cxx::new_allocator<HSLA>::new_allocator() [106]
-----------------------------------------------
                0.00    0.00     257/257         radix_sort_hsla_luminosity(std::vector<HSLA, std::allocator<HSLA> >&) [14]
[107]    0.0    0.00    0.00     257         std::vector<std::vector<HSLA, std::allocator<HSLA> >, std::allocator<std::vector<HSLA, std::allocator<HSLA> > > >::size() const [107]
-----------------------------------------------
                0.00    0.00       1/257         main [1]
                0.00    0.00     256/257         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl::_Vector_impl() [118]
[108]    0.0    0.00    0.00     257         std::allocator<HSLA>::allocator() [108]
                0.00    0.00     257/257         __gnu_cxx::new_allocator<HSLA>::new_allocator() [106]
-----------------------------------------------
                0.00    0.00     257/257         std::_Vector_base<HSLA, std::allocator<HSLA> >::~_Vector_base() [111]
[109]    0.0    0.00    0.00     257         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl::~_Vector_impl() [109]
                0.00    0.00     257/259         std::allocator<HSLA>::~allocator() [102]
-----------------------------------------------
                0.00    0.00       1/257         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl::_Vector_impl(std::allocator<HSLA> const&) [184]
                0.00    0.00     256/257         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl::_Vector_impl() [118]
[110]    0.0    0.00    0.00     257         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl_data::_Vector_impl_data() [110]
-----------------------------------------------
                0.00    0.00     257/257         std::vector<HSLA, std::allocator<HSLA> >::~vector() [112]
[111]    0.0    0.00    0.00     257         std::_Vector_base<HSLA, std::allocator<HSLA> >::~_Vector_base() [111]
                0.00    0.00     257/2730        std::_Vector_base<HSLA, std::allocator<HSLA> >::_M_deallocate(HSLA*, unsigned long) [74]
                0.00    0.00     257/257         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl::~_Vector_impl() [109]
-----------------------------------------------
                0.00    0.00       1/257         main [1]
                0.00    0.00     256/257         void std::_Destroy<std::vector<HSLA, std::allocator<HSLA> > >(std::vector<HSLA, std::allocator<HSLA> >*) [125]
[112]    0.0    0.00    0.00     257         std::vector<HSLA, std::allocator<HSLA> >::~vector() [112]
                0.00    0.00     257/5715        std::_Vector_base<HSLA, std::allocator<HSLA> >::_M_get_Tp_allocator() [61]
                0.00    0.00     257/258         void std::_Destroy<HSLA*, HSLA>(HSLA*, HSLA*, std::allocator<HSLA>&) [105]
                0.00    0.00     257/257         std::_Vector_base<HSLA, std::allocator<HSLA> >::~_Vector_base() [111]
-----------------------------------------------
                0.00    0.00       2/257         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [169]
                0.00    0.00     255/257         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [132]
[113]    0.0    0.00    0.00     257         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*) [113]
                0.00    0.00     257/1538        HSLA* std::__niter_base<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [82]
                0.00    0.00     257/31986       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator+(long) const [56]
-----------------------------------------------
                0.00    0.00     256/256         std::vector<HSLA, std::allocator<HSLA> >::cbegin() const [117]
[114]    0.0    0.00    0.00     256         __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >::__normal_iterator(HSLA const* const&) [114]
-----------------------------------------------
                0.00    0.00     256/256         radix_sort_hsla_luminosity(std::vector<HSLA, std::allocator<HSLA> >&) [14]
[115]    0.0    0.00    0.00     256         __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >::__normal_iterator<HSLA*>(__gnu_cxx::__normal_iterator<HSLA*, __gnu_cxx::__enable_if<std::__are_same<HSLA*, HSLA*>::__value, std::vector<HSLA, std::allocator<HSLA> > >::__type> const&) [115]
                0.00    0.00     256/1112697     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::base() const [38]
-----------------------------------------------
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::vector<HSLA, std::allocator<HSLA> >::insert<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, void>(__gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [122]
[116]    0.0    0.00    0.00     256         __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >::difference_type __gnu_cxx::operator-<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > > const&) [116]
                0.00    0.00     512/512         __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >::base() const [90]
-----------------------------------------------
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::vector<HSLA, std::allocator<HSLA> >::insert<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, void>(__gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [122]
[117]    0.0    0.00    0.00     256         std::vector<HSLA, std::allocator<HSLA> >::cbegin() const [117]
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >::__normal_iterator(HSLA const* const&) [114]
-----------------------------------------------
                0.00    0.00     256/256         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_base() [119]
[118]    0.0    0.00    0.00     256         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl::_Vector_impl() [118]
                0.00    0.00     256/257         std::allocator<HSLA>::allocator() [108]
                0.00    0.00     256/257         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl_data::_Vector_impl_data() [110]
-----------------------------------------------
                0.00    0.00     256/256         std::vector<HSLA, std::allocator<HSLA> >::vector() [123]
[119]    0.0    0.00    0.00     256         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_base() [119]
                0.00    0.00     256/256         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_impl::_Vector_impl() [118]
-----------------------------------------------
                0.00    0.00     256/256         void std::vector<HSLA, std::allocator<HSLA> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, std::__false_type) [121]
[120]    0.0    0.00    0.00     256         void std::vector<HSLA, std::allocator<HSLA> >::_M_range_insert<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, std::forward_iterator_tag) [120]
                0.00    0.00     510/5715        std::_Vector_base<HSLA, std::allocator<HSLA> >::_M_get_Tp_allocator() [61]
                0.00    0.00     256/200259      bool __gnu_cxx::operator!=<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [46]
                0.00    0.00     255/255         std::iterator_traits<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [145]
                0.00    0.00     255/3242        std::vector<HSLA, std::allocator<HSLA> >::end() [73]
                0.00    0.00     255/34198       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::difference_type __gnu_cxx::operator-<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [55]
                0.00    0.00     255/255         void std::advance<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, unsigned long>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >&, unsigned long) [144]
                0.00    0.00     255/255         HSLA* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*, HSLA>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*, std::allocator<HSLA>&) [138]
                0.00    0.00     255/1112697     __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::base() const [38]
                0.00    0.00     255/255         HSLA* std::__uninitialized_move_a<HSLA*, HSLA*, std::allocator<HSLA> >(HSLA*, HSLA*, HSLA*, std::allocator<HSLA>&) [140]
                0.00    0.00     255/255         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::copy<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [142]
-----------------------------------------------
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::vector<HSLA, std::allocator<HSLA> >::insert<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, void>(__gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [122]
[121]    0.0    0.00    0.00     256         void std::vector<HSLA, std::allocator<HSLA> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, std::__false_type) [121]
                0.00    0.00     256/766         std::iterator_traits<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [85]
                0.00    0.00     256/256         void std::vector<HSLA, std::allocator<HSLA> >::_M_range_insert<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, std::forward_iterator_tag) [120]
-----------------------------------------------
                0.00    0.00     256/256         radix_sort_hsla_luminosity(std::vector<HSLA, std::allocator<HSLA> >&) [14]
[122]    0.0    0.00    0.00     256         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::vector<HSLA, std::allocator<HSLA> >::insert<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, void>(__gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [122]
                0.00    0.00     512/3243        std::vector<HSLA, std::allocator<HSLA> >::begin() [72]
                0.00    0.00     512/31986       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator+(long) const [56]
                0.00    0.00     256/256         std::vector<HSLA, std::allocator<HSLA> >::cbegin() const [117]
                0.00    0.00     256/256         __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >::difference_type __gnu_cxx::operator-<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA const*, std::vector<HSLA, std::allocator<HSLA> > > const&) [116]
                0.00    0.00     256/256         void std::vector<HSLA, std::allocator<HSLA> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, std::__false_type) [121]
-----------------------------------------------
                0.00    0.00     256/256         void std::_Construct<std::vector<HSLA, std::allocator<HSLA> >>(std::vector<HSLA, std::allocator<HSLA> >*) [124]
[123]    0.0    0.00    0.00     256         std::vector<HSLA, std::allocator<HSLA> >::vector() [123]
                0.00    0.00     256/256         std::_Vector_base<HSLA, std::allocator<HSLA> >::_Vector_base() [119]
-----------------------------------------------
                0.00    0.00     256/256         std::vector<HSLA, std::allocator<HSLA> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<HSLA, std::allocator<HSLA> >*, unsigned long>(std::vector<HSLA, std::allocator<HSLA> >*, unsigned long) [203]
[124]    0.0    0.00    0.00     256         void std::_Construct<std::vector<HSLA, std::allocator<HSLA> >>(std::vector<HSLA, std::allocator<HSLA> >*) [124]
                0.00    0.00     256/100257      operator new(unsigned long, void*) [48]
                0.00    0.00     256/256         std::vector<HSLA, std::allocator<HSLA> >::vector() [123]
-----------------------------------------------
                0.00    0.00     256/256         void std::_Destroy_aux<false>::__destroy<std::vector<HSLA, std::allocator<HSLA> >*>(std::vector<HSLA, std::allocator<HSLA> >*, std::vector<HSLA, std::allocator<HSLA> >*) [183]
[125]    0.0    0.00    0.00     256         void std::_Destroy<std::vector<HSLA, std::allocator<HSLA> > >(std::vector<HSLA, std::allocator<HSLA> >*) [125]
                0.00    0.00     256/257         std::vector<HSLA, std::allocator<HSLA> >::~vector() [112]
-----------------------------------------------
                0.00    0.00     255/255         void std::__advance<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, long>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >&, long, std::random_access_iterator_tag) [146]
[126]    0.0    0.00    0.00     255         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::operator+=(long) [126]
-----------------------------------------------
                0.00    0.00     255/255         HSLA* std::__copy_move_a2<true, HSLA*, HSLA*>(HSLA*, HSLA*, HSLA*) [135]
[127]    0.0    0.00    0.00     255         HSLA* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<HSLA>(HSLA const*, HSLA const*, HSLA*) [127]
-----------------------------------------------
                0.00    0.00     255/255         HSLA* std::uninitialized_copy<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*) [136]
[128]    0.0    0.00    0.00     255         HSLA* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*) [128]
                0.00    0.00     255/255         HSLA* std::copy<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*) [141]
-----------------------------------------------
                0.00    0.00     255/255         HSLA* std::uninitialized_copy<std::move_iterator<HSLA*>, HSLA*>(std::move_iterator<HSLA*>, std::move_iterator<HSLA*>, HSLA*) [137]
[129]    0.0    0.00    0.00     255         HSLA* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<HSLA*>, HSLA*>(std::move_iterator<HSLA*>, std::move_iterator<HSLA*>, HSLA*) [129]
                0.00    0.00     255/255         HSLA* std::copy<std::move_iterator<HSLA*>, HSLA*>(std::move_iterator<HSLA*>, std::move_iterator<HSLA*>, HSLA*) [143]
-----------------------------------------------
                0.00    0.00     255/255         std::iterator_traits<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [145]
[130]    0.0    0.00    0.00     255         std::iterator_traits<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, std::random_access_iterator_tag) [130]
                0.00    0.00     255/34198       __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >::difference_type __gnu_cxx::operator-<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > const&) [55]
-----------------------------------------------
                0.00    0.00     255/255         HSLA* std::copy<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*) [141]
[131]    0.0    0.00    0.00     255         HSLA* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*>(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, HSLA*) [131]
                0.00    0.00     510/1538        HSLA* std::__niter_base<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [82]
                0.00    0.00     255/15858       HSLA* std::__niter_base<HSLA*>(HSLA*) [57]
                0.00    0.00     255/510         HSLA* std::__copy_move_a1<false, HSLA*, HSLA*>(HSLA*, HSLA*, HSLA*) [98]
                0.00    0.00     255/510         HSLA* std::__niter_wrap<HSLA*>(HSLA* const&, HSLA*) [97]
-----------------------------------------------
                0.00    0.00     255/255         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::copy<__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [142]
[132]    0.0    0.00    0.00     255         __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >, __gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [132]
                0.00    0.00     765/1538        HSLA* std::__niter_base<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >(__gnu_cxx::__normal_iterator<HSLA*, std::vector<HSLA, std::allocator<HSLA> > >) [82]
                0.00    0.00     255/510         HSLA* std::__copy_move_a1<false, HSLA*, HSLA*>(HSLA*, HSLA*, HSLA*) [98]
